,district,rooms,size,level,max_levels,price
2371,Yakkasaroy,3,80.0,1,10,95000
2372,Yakkasaroy,3,80.0,4,4,80000
2373,Mirobod,3,103.0,4,8,103000
2374,Mirobod,2,63.0,6,16,76000
2375,Yakkasaroy,1,39.0,2,5,26500
2376,Yakkasaroy,2,64.0,1,5,42000
2377,Yakkasaroy,3,67.0,7,9,47000
2378,Yakkasaroy,3,67.0,4,4,52000
2379,Yakkasaroy,4,105.0,1,4,135000
2380,Shayhontohur,3,107.0,4,4,75000
2381,Yakkasaroy,6,191.0,1,4,240000
2382,Yashnobod,2,60.0,4,8,55000
2383,Mirzo Ulugbek,2,52.0,2,4,40500
2384,Yunusobod,3,67.0,4,5,46000
2385,Yashnobod,3,70.0,2,9,70000
2386,Mirzo Ulugbek,3,65.0,9,9,45500
2387,Mirzo Ulugbek,2,48.0,2,5,39000
2388,Mirzo Ulugbek,3,70.0,4,5,61000
2389,Sergeli,3,75.0,1,7,60000
2390,Yashnobod,3,90.0,3,8,192000
2391,Sergeli,6,150.0,1,7,120000
2392,Yashnobod,3,80.0,4,9,65000
2393,Shayhontohur,3,92.0,5,8,123000
2394,Olmzor,4,96.0,4,4,51999
2395,Yunusobod,4,80.0,3,4,95000
2396,Yunusobod,2,50.0,7,9,39000
2397,Mirzo Ulugbek,2,52.0,2,4,40500
2398,Shayhontohur,3,96.0,4,8,110000
2399,Chilonzor,2,52.0,3,4,36000
2400,Yakkasaroy,4,140.0,9,12,121861
2401,Mirzo Ulugbek,4,135.0,3,4,129000
2402,Shayhontohur,3,76.0,5,5,60000
2403,Chilonzor,3,153.0,2,9,112000
2404,Chilonzor,4,107.0,4,4,84000
2405,Uchtepa,1,41.0,1,5,35000
2406,Olmzor,4,210.0,4,9,85000
2407,Yashnobod,3,79.0,4,9,62000
2408,Uchtepa,1,44.0,5,5,24000
2409,Uchtepa,4,96.0,8,9,67000
2410,Uchtepa,3,72.0,5,5,45500
2411,Uchtepa,2,45.0,1,4,35000
2412,Yakkasaroy,3,110.0,3,6,285000
2413,Mirobod,3,135.0,5,5,160000
2414,Mirzo Ulugbek,3,75.0,3,4,72000
2415,Mirobod,4,125.0,5,6,290000
2416,Mirobod,2,45.0,5,6,56000
2417,Yakkasaroy,2,52.0,1,3,54000
2418,Yakkasaroy,2,57.0,3,4,55000
2419,Yakkasaroy,2,57.0,2,3,55000
2420,Mirobod,2,48.0,3,4,34000
2421,Mirzo Ulugbek,1,46.0,2,4,60000
2422,Mirzo Ulugbek,3,118.0,2,7,72000
2423,Yunusobod,3,58.0,4,4,68000
2424,Uchtepa,4,82.0,4,5,47500
2425,Mirobod,2,62.0,9,12,53000
2426,Yakkasaroy,2,51.0,5,5,56000
2427,Yakkasaroy,2,58.0,1,4,57997
2428,Yakkasaroy,2,50.0,4,4,59000
2429,Mirobod,3,105.0,5,9,110000
2430,Uchtepa,2,65.0,7,9,36500
2431,Yakkasaroy,4,96.0,3,9,63000
2432,Shayhontohur,4,90.0,1,4,105000
2433,Mirobod,2,60.0,3,9,48000
2434,Yunusobod,3,70.0,2,5,47500
2435,Yakkasaroy,2,60.0,2,3,60000
2436,Yakkasaroy,2,72.0,7,9,64000
2437,Mirobod,3,75.0,2,9,74000
2438,Yakkasaroy,2,54.0,3,4,65000
2439,Shayhontohur,1,30.0,1,4,29000
2440,Yakkasaroy,2,59.0,2,4,65000
2441,Mirzo Ulugbek,1,33.0,1,4,29000
2442,Yakkasaroy,2,61.0,2,3,67000
2443,Mirzo Ulugbek,4,214.0,2,8,380000
2444,Yakkasaroy,2,55.0,4,5,67000
2445,Mirzo Ulugbek,2,52.0,2,4,33000
2446,Yakkasaroy,2,54.0,2,4,69000
2447,Chilonzor,3,70.0,3,4,48000
2448,Uchtepa,4,100.0,6,9,60000
2449,Uchtepa,3,65.0,1,4,46600
2450,Chilonzor,3,70.0,3,3,40000
2451,Shayhontohur,3,82.0,8,9,46500
2452,Yakkasaroy,3,189.0,1,4,142500
2453,Chilonzor,2,54.0,3,4,36000
2454,Shayhontohur,3,74.0,4,4,46500
2455,Mirzo Ulugbek,4,140.0,5,8,295000
2456,Mirzo Ulugbek,3,71.0,4,4,60000
2457,Yakkasaroy,2,63.0,4,4,72500
2458,Uchtepa,1,42.16,1,4,29000
2459,Yunusobod,2,54.0,2,4,38000
2460,Chilonzor,2,54.0,3,5,40000
2461,Yunusobod,3,70.0,1,9,69000
2462,Yakkasaroy,4,90.0,3,4,90000
2463,Mirzo Ulugbek,3,75.0,4,9,67000
2464,Shayhontohur,2,68.0,9,9,30000
2465,Shayhontohur,2,63.0,9,9,30000
2466,Yakkasaroy,2,58.0,2,5,60000
2467,Yakkasaroy,2,60.0,5,8,74500
2468,Yakkasaroy,2,77.0,4,4,87500
2469,Mirzo Ulugbek,2,56.0,5,5,47000
2470,Olmzor,4,80.0,1,4,53500
2471,Chilonzor,3,72.0,8,9,40000
2472,Chilonzor,3,90.0,3,4,58000
2473,Mirzo Ulugbek,2,60.0,8,9,48500
2474,Mirobod,2,60.0,8,9,48500
2475,Mirzo Ulugbek,2,80.0,6,6,70000
2476,Mirzo Ulugbek,3,74.0,4,9,55000
2477,Mirobod,2,52.0,4,4,45000
2478,Mirzo Ulugbek,2,55.0,4,4,60000
2479,Mirobod,2,66.0,2,4,72000
2480,Mirobod,2,52.0,2,4,54000
2481,Mirzo Ulugbek,2,56.0,2,4,62000
2482,Mirzo Ulugbek,2,65.0,2,3,67998
2483,Mirzo Ulugbek,2,65.0,2,4,62000
2484,Mirzo Ulugbek,2,60.0,1,5,70000
2485,Mirzo Ulugbek,1,40.0,5,9,50000
2486,Mirzo Ulugbek,1,50.0,5,9,56000
2487,Yunusobod,1,40.0,4,4,40000
2488,Yunusobod,2,60.0,4,4,65000
2489,Mirzo Ulugbek,3,69.0,2,5,54000
2490,Chilonzor,3,67.0,3,4,57000
2491,Yashnobod,2,104.0,7,7,130000
2492,Olmzor,3,45.0,8,9,50000
2493,Uchtepa,2,47.0,3,4,34500
2494,Shayhontohur,3,82.0,3,3,67000
2495,Olmzor,2,56.0,3,5,32000
2496,Chilonzor,3,70.0,8,9,47400
2497,Yakkasaroy,3,52.0,4,4,54000
2498,Uchtepa,2,40.0,4,5,31000
2499,Mirobod,3,75.0,7,9,90000
2500,Uchtepa,2,52.0,1,4,36500
2501,Mirobod,2,48.0,3,5,42000
2502,Mirzo Ulugbek,3,83.0,3,4,90999
2503,Mirzo Ulugbek,3,84.0,3,4,107000
2504,Mirzo Ulugbek,3,75.0,3,4,69000
2505,Yunusobod,3,130.0,2,9,220000
2506,Yunusobod,3,112.0,2,9,130000
2507,Yunusobod,3,73.0,2,9,110000
2508,Mirobod,3,74.0,2,9,93000
2509,Yunusobod,3,100.0,2,4,89000
2510,Mirzo Ulugbek,3,84.0,2,4,91998
2511,Yunusobod,3,70.0,1,4,50000
2512,Yakkasaroy,3,75.0,1,4,73000
2513,Yunusobod,2,54.0,9,9,50000
2514,Yashnobod,4,96.0,3,5,93000
2515,Yunusobod,4,178.0,7,8,250000
2516,Chilonzor,2,49.0,1,4,34500
2517,Uchtepa,1,36.0,4,7,32000
2518,Uchtepa,3,62.0,2,4,42200
2519,Yashnobod,2,46.0,2,4,28500
2520,Mirzo Ulugbek,4,85.0,2,4,75000
2521,Chilonzor,2,52.0,2,4,37000
2522,Olmzor,3,70.0,9,9,41000
2523,Chilonzor,2,42.0,3,4,37000
2524,Chilonzor,3,68.0,4,4,44000
2525,Chilonzor,3,90.0,11,12,58000
2526,Mirobod,4,152.0,2,8,380000
2527,Chilonzor,2,52.0,4,5,41000
2528,Chilonzor,2,42.0,3,4,30000
2529,Yunusobod,3,80.0,1,5,59000
2530,Yakkasaroy,7,225.0,7,8,190000
2531,Yakkasaroy,2,90.0,3,4,90000
2532,Mirzo Ulugbek,4,130.0,3,4,195000
2533,Mirzo Ulugbek,3,66.0,2,5,63000
2534,Yunusobod,5,145.0,3,5,250000
2535,Yakkasaroy,1,30.0,4,4,28000
2536,Shayhontohur,3,70.0,3,9,58000
2537,Sergeli,1,44.9,9,9,19335
2538,Yunusobod,4,82.0,1,4,85500
2539,Yunusobod,3,84.0,9,9,55000
2540,Uchtepa,1,72.5,2,5,47000
2541,Yashnobod,1,36.0,1,4,28500
2542,Yashnobod,3,84.0,4,4,45000
2543,Yashnobod,3,65.0,3,4,36000
2544,Yashnobod,1,40.0,8,9,20500
2545,Yashnobod,2,58.0,2,5,33500
2546,Chilonzor,2,46.0,1,4,28000
2547,Chilonzor,3,65.0,4,4,43500
2548,Yashnobod,3,68.0,1,5,44000
2549,Yashnobod,1,45.0,5,12,25800
2550,Yunusobod,3,87.27,7,9,75000
2551,Olmzor,3,78.0,5,5,45000
2552,Yashnobod,4,50.0,1,4,35000
2553,Mirzo Ulugbek,2,60.0,2,9,61000
2554,Olmzor,1,45.0,4,4,26000
2555,Yunusobod,2,60.0,9,9,55000
2556,Yakkasaroy,3,93.0,5,8,95000
2557,Mirzo Ulugbek,2,53.0,2,2,29000
2558,Olmzor,2,54.0,1,4,35000
2559,Chilonzor,2,50.0,3,4,34500
2560,Yunusobod,2,62.0,9,9,38000
2561,Mirobod,2,42.0,4,4,50000
2562,Chilonzor,6,161.0,2,9,155000
2563,Uchtepa,2,58.0,5,9,28200
2564,Mirzo Ulugbek,1,21.0,1,4,21000
2565,Mirzo Ulugbek,2,46.0,4,4,29000
2566,Mirobod,2,45.0,3,9,59000
2567,Yunusobod,4,82.96,3,5,53000
2568,Yakkasaroy,2,75.0,5,8,115000
2569,Chilonzor,3,72.0,3,9,46000
2570,Mirobod,3,80.0,1,4,79900
2571,Mirzo Ulugbek,3,85.0,3,4,87000
2572,Mirzo Ulugbek,4,119.0,2,7,190000
2573,Chilonzor,2,58.0,9,9,47000
2574,Uchtepa,3,73.0,6,9,37000
2575,Uchtepa,2,58.0,3,9,33000
2576,Uchtepa,2,60.0,8,9,35000
2577,Uchtepa,4,85.0,3,5,63000
2578,Mirzo Ulugbek,2,50.0,2,4,35500
2579,Mirzo Ulugbek,3,100.0,4,8,76000
2580,Mirzo Ulugbek,3,70.0,4,5,44000
2581,Chilonzor,2,64.0,2,4,38000
2582,Olmzor,3,72.0,2,4,41500
2583,Mirobod,1,32.0,4,4,29900
2584,Mirzo Ulugbek,4,145.0,2,5,160000
2585,Mirobod,4,92.0,5,5,60000
2586,Yashnobod,2,62.0,9,9,35000
2587,Yunusobod,4,92.0,2,5,68000
2588,Mirobod,2,60.0,5,9,52000
2589,Yakkasaroy,3,94.0,8,8,96000
2590,Sergeli,2,62.0,4,4,28000
2591,Mirzo Ulugbek,3,100.0,6,6,84500
2592,Yunusobod,4,90.0,2,4,48500
2593,Chilonzor,4,110.0,2,9,63000
2594,Yunusobod,4,111.0,4,9,139500
2595,Mirobod,3,80.0,1,2,32000
2596,Mirobod,3,65.0,1,4,64000
2597,Mirzo Ulugbek,3,70.0,1,1,33000
2598,Yashnobod,3,65.0,1,2,30000
2599,Mirzo Ulugbek,2,60.0,2,5,34700
2600,Mirzo Ulugbek,2,37.0,2,9,17700
2601,Yakkasaroy,4,90.0,5,5,45000
2602,Mirzo Ulugbek,2,47.0,4,4,27500
2603,Yashnobod,3,70.0,1,5,42000
2604,Yashnobod,3,93.0,3,4,57000
2605,Yashnobod,2,66.0,5,5,33500
2606,Chilonzor,2,42.0,1,4,32000
2607,Mirobod,4,147.0,3,12,132000
2608,Yunusobod,3,68.0,3,4,35000
2609,Mirobod,2,32.0,1,5,17500
2610,Mirzo Ulugbek,1,18.0,2,4,14000
2611,Mirzo Ulugbek,2,70.0,2,4,42900
2612,Yashnobod,1,20.0,2,4,12498
2613,Mirzo Ulugbek,1,17.0,2,4,17000
2614,Yashnobod,1,14.0,1,1,10600
2615,Mirzo Ulugbek,1,20.0,2,4,14000
2616,Yakkasaroy,3,80.0,12,16,47500
2617,Yunusobod,2,40.0,1,3,26000
2618,Yashnobod,1,18.0,3,4,12300
2619,Yashnobod,1,18.0,3,4,12500
2620,Chilonzor,2,51.0,3,4,35999
2621,Mirzo Ulugbek,3,75.0,4,5,56001
2622,Mirzo Ulugbek,5,110.0,2,5,85000
2623,Mirobod,3,100.0,7,8,75000
2624,Yunusobod,2,45.0,1,4,34800
2625,Uchtepa,3,71.0,4,5,48600
2626,Chilonzor,2,54.0,1,4,34000
2627,Chilonzor,2,54.0,1,4,34000
2628,Shayhontohur,4,96.0,9,12,65000
2629,Yangihayot,3,56.0,5,7,42000
2630,Uchtepa,1,43.0,3,4,27000
2631,Yunusobod,4,100.0,4,5,70000
2632,Uchtepa,4,77.32,2,5,55000
2633,Olmzor,3,67.53,5,5,33000
2634,Mirzo Ulugbek,4,113.0,5,8,67500
2635,Mirzo Ulugbek,2,60.0,1,4,39000
2636,Mirzo Ulugbek,2,60.0,6,9,34000
2637,Uchtepa,2,42.0,4,5,28500
2638,Mirzo Ulugbek,2,58.0,4,4,33000
2639,Mirzo Ulugbek,2,46.0,5,5,25000
2640,Yakkasaroy,2,45.0,5,9,23000
2641,Yakkasaroy,2,52.0,1,4,41000
2642,Shayhontohur,3,91.0,4,9,120000
2643,Shayhontohur,2,54.0,11,12,34000
2644,Shayhontohur,2,48.0,3,5,41500
2645,Yunusobod,3,43.31,1,4,45000
2646,Shayhontohur,2,54.0,1,4,41500
2647,Shayhontohur,1,24.0,1,4,29000
2648,Chilonzor,4,130.0,2,5,107000
2649,Yakkasaroy,1,33.0,4,5,31000
2650,Yakkasaroy,1,33.0,4,5,31000
2651,Uchtepa,4,100.0,8,9,58000
2652,Chilonzor,4,84.0,4,5,56000
2653,Mirzo Ulugbek,4,116.0,1,7,155000
2654,Mirzo Ulugbek,2,50.0,4,4,33000
2655,Mirzo Ulugbek,2,60.0,5,5,36000
2656,Chilonzor,1,40.0,4,9,34000
2657,Mirzo Ulugbek,2,56.0,3,5,32000
2658,Mirzo Ulugbek,2,62.5,5,5,36500
2659,Mirzo Ulugbek,2,42.0,2,5,33500
2660,Chilonzor,4,173.0,6,9,135000
2661,Chilonzor,2,46.23,2,4,37000
2662,Chilonzor,5,188.0,2,8,160000
2663,Chilonzor,2,58.0,6,9,46000
2664,Chilonzor,3,75.0,9,9,55000
2665,Uchtepa,2,45.0,5,5,31000
2666,Uchtepa,3,78.0,4,4,52000
2667,Uchtepa,2,57.0,4,5,39000
2668,Uchtepa,2,54.0,4,5,37000
2669,Uchtepa,4,75.0,5,5,45000
2670,Uchtepa,4,92.0,1,4,57000
2671,Chilonzor,3,64.0,4,4,49500
2672,Chilonzor,3,69.0,2,4,55500
2673,Chilonzor,4,75.0,2,4,51500
2674,Chilonzor,4,80.0,5,5,55000
2675,Uchtepa,4,95.0,5,9,55000
2676,Uchtepa,3,75.0,6,9,43999
2677,Mirobod,3,90.0,5,12,96000
2678,Mirzo Ulugbek,4,100.0,9,9,105000
2679,Uchtepa,3,72.0,7,9,43000
2680,Mirzo Ulugbek,5,140.0,3,8,98000
2681,Uchtepa,2,50.0,3,5,38500
2682,Yunusobod,3,103.0,4,4,160000
2683,Uchtepa,3,78.0,5,5,38000
2684,Olmzor,2,56.0,1,4,40000
2685,Uchtepa,2,48.0,5,5,25500
2686,Olmzor,3,72.0,1,4,56000
2687,Mirobod,3,70.0,2,4,66000
2688,Mirzo Ulugbek,4,76.0,2,4,79999
2689,Chilonzor,1,42.0,6,9,22000
2690,Mirobod,5,117.0,1,9,136000
2691,Yunusobod,3,77.0,2,5,51000
2692,Sergeli,2,62.0,4,4,28000
2693,Yakkasaroy,3,80.0,2,3,45000
2694,Olmzor,3,72.0,5,7,47000
2695,Mirobod,4,100.0,3,4,105000
2696,Mirzo Ulugbek,2,67.0,3,4,42200
2697,Mirzo Ulugbek,2,62.0,5,5,36000
2698,Yakkasaroy,4,150.0,7,7,112000
2699,Mirzo Ulugbek,2,60.0,5,5,34000
2700,Mirobod,3,66.0,4,4,67000
2701,Shayhontohur,5,97.53,5,5,50000
2702,Mirzo Ulugbek,3,95.0,5,5,50000
2703,Mirzo Ulugbek,3,75.0,3,4,67000
2704,Uchtepa,4,90.0,5,5,42500
2705,Mirzo Ulugbek,4,92.0,3,5,62000
2706,Mirzo Ulugbek,2,48.0,1,4,50000
2707,Mirzo Ulugbek,4,86.0,9,9,38499
2708,Mirzo Ulugbek,2,40.0,3,4,45500
2709,Mirzo Ulugbek,5,100.0,4,4,46000
2710,Mirzo Ulugbek,2,40.0,3,5,45500
2711,Mirzo Ulugbek,2,53.0,2,4,45500
2712,Yunusobod,2,50.0,4,4,46500
2713,Yunusobod,1,40.0,3,4,47000
2714,Mirzo Ulugbek,2,64.0,4,5,35500
2715,Mirzo Ulugbek,2,43.0,5,5,47500
2716,Yashnobod,2,70.0,2,4,37000
2717,Mirzo Ulugbek,3,94.0,2,5,67000
2718,Yunusobod,2,47.0,4,4,44000
2719,Mirzo Ulugbek,5,100.0,4,4,48000
2720,Mirzo Ulugbek,2,60.0,3,4,43500
2721,Mirzo Ulugbek,4,78.0,1,4,51500
2722,Mirzo Ulugbek,2,55.47,4,4,38000
2723,Mirzo Ulugbek,2,60.0,4,9,55000
2724,Yunusobod,2,54.0,2,3,35000
2725,Sergeli,4,100.0,3,9,45000
2726,Yunusobod,4,214.0,4,7,100000
2727,Mirobod,4,160.0,4,9,180000
2728,Shayhontohur,3,72.0,1,5,57700
2729,Mirzo Ulugbek,2,57.0,1,2,29500
2730,Shayhontohur,2,60.0,8,9,38000
2731,Yashnobod,4,141.0,2,8,87500
2732,Yunusobod,2,50.0,4,4,33500
2733,Mirzo Ulugbek,2,63.0,4,5,36000
2734,Shayhontohur,2,84.0,3,4,69999
2735,Yashnobod,2,58.5,3,6,23400
2736,Chilonzor,1,38.0,4,4,23000
2737,Yashnobod,1,38.0,4,4,26000
2738,Mirobod,4,121.0,2,10,140000
2739,Mirobod,1,30.0,1,2,23000
2740,Mirobod,2,112.0,9,9,94000
2741,Yunusobod,3,78.0,2,5,49000
2742,Yashnobod,1,36.0,1,4,25000
2743,Yakkasaroy,2,78.0,6,7,85000
2744,Mirobod,4,100.0,7,9,105000
2745,Mirobod,1,50.0,9,16,52000
2746,Olmzor,2,75.0,1,9,38000
2747,Uchtepa,3,73.0,4,9,48000
2748,Yakkasaroy,4,86.0,2,4,68000
2749,Yunusobod,2,50.0,2,4,41000
2750,Mirzo Ulugbek,2,60.0,8,8,38000
2751,Mirobod,2,100.0,9,9,15000
2752,Yashnobod,2,53.0,7,9,44000
2753,Chilonzor,3,72.0,6,9,63000
2754,Uchtepa,1,40.0,1,5,25500
2755,Sergeli,4,100.0,1,9,90000
2756,Uchtepa,1,38.0,4,4,25500
2757,Uchtepa,3,80.0,1,9,50000
2758,Uchtepa,5,150.0,6,9,108000
2759,Uchtepa,2,56.0,5,5,37000
2760,Uchtepa,2,55.0,4,4,31500
2761,Uchtepa,4,80.0,2,4,58000
2762,Uchtepa,3,65.0,4,4,39500
2763,Yakkasaroy,4,200.0,1,8,128000
2764,Yunusobod,3,70.0,3,9,64000
2765,Mirobod,2,68.0,4,9,55000
2766,Chilonzor,5,108.0,2,4,54000
2767,Mirobod,3,110.0,1,2,110000
2768,Chilonzor,3,70.0,4,9,50000
2769,Yunusobod,2,60.0,8,13,42000
2770,Chilonzor,2,65.0,9,9,31500
2771,Yashnobod,3,75.0,6,9,86000
2772,Yunusobod,4,96.0,1,9,75000
2773,Yunusobod,3,67.0,4,4,40000
2774,Yakkasaroy,2,83.0,4,8,77000
2775,Olmzor,2,58.0,6,8,42000
2776,Chilonzor,1,37.0,3,4,26000
2777,Mirobod,5,112.0,6,9,90000
2778,Mirobod,3,85.0,3,9,82999
2779,Chilonzor,3,98.0,2,7,71000
2780,Chilonzor,2,63.0,8,9,50000
2781,Chilonzor,2,47.0,2,4,33000
2782,Chilonzor,1,39.0,4,4,23000
2783,Chilonzor,2,60.0,5,9,50000
2784,Mirzo Ulugbek,1,22.0,2,3,15000
2785,Uchtepa,4,100.0,5,5,44000
2786,Mirobod,3,78.0,2,4,76000
2787,Uchtepa,1,40.0,2,5,30500
2788,Uchtepa,3,67.0,1,4,45000
2789,Mirobod,3,70.0,4,4,58500
2790,Uchtepa,4,91.0,4,4,52500
2791,Uchtepa,3,76.0,3,4,51000
2792,Uchtepa,3,63.0,4,4,35500
2793,Uchtepa,3,70.0,1,4,63000
2794,Uchtepa,2,70.0,4,5,40000
2795,Mirobod,4,208.0,7,8,208000
2796,Uchtepa,3,65.0,3,4,51000
2797,Mirobod,3,110.0,4,6,295000
2798,Yashnobod,4,86.0,3,4,78000
2799,Mirobod,3,115.0,8,9,87000
2800,Mirzo Ulugbek,3,100.0,2,6,110000
2801,Yunusobod,2,50.0,2,3,35500
2802,Chilonzor,2,58.0,6,9,45500
2803,Olmzor,3,91.0,2,7,37000
2804,Mirobod,3,182.0,4,7,250000
2805,Chilonzor,3,93.0,7,9,50562
2806,Mirzo Ulugbek,3,80.0,5,5,39000
2807,Mirzo Ulugbek,2,50.0,1,4,30000
2808,Mirzo Ulugbek,2,40.0,1,3,26000
2809,Mirzo Ulugbek,2,60.0,2,4,36000
2810,Mirzo Ulugbek,2,45.0,1,4,36000
2811,Yunusobod,3,74.0,5,5,40500
2812,Mirzo Ulugbek,2,40.0,5,5,31500
2813,Yashnobod,3,80.0,6,9,80000
2814,Uchtepa,1,34.0,4,4,22000
2815,Chilonzor,2,67.0,1,6,46000
2816,Chilonzor,4,115.0,5,6,89000
2817,Chilonzor,3,111.0,5,6,85000
2818,Chilonzor,2,48.0,4,4,35000
2819,Mirzo Ulugbek,3,78.0,5,5,39000
2820,Chilonzor,3,68.0,4,4,45000
2821,Yakkasaroy,3,75.0,6,9,80000
2822,Mirzo Ulugbek,2,44.0,3,4,31000
2823,Yunusobod,3,90.0,4,4,55000
2824,Mirzo Ulugbek,2,60.0,6,9,34000
2825,Mirzo Ulugbek,2,43.0,1,4,30500
2826,Uchtepa,2,45.0,4,5,28500
2827,Yunusobod,3,70.0,3,9,41000
2828,Mirzo Ulugbek,3,72.0,5,5,45000
2829,Chilonzor,3,70.0,3,4,52000
2830,Chilonzor,3,68.0,2,4,53000
2831,Chilonzor,2,42.0,4,4,31000
2832,Chilonzor,1,30.0,3,4,28500
2833,Mirzo Ulugbek,3,95.0,5,5,50000
2834,Yunusobod,1,28.0,3,5,25000
2835,Yunusobod,2,52.0,3,4,33000
2836,Mirzo Ulugbek,2,43.0,4,4,28500
2837,Yunusobod,4,100.0,8,9,53000
2838,Mirzo Ulugbek,2,50.0,5,5,35000
2839,Yunusobod,2,50.0,4,4,32000
2840,Yunusobod,2,58.0,3,9,34000
2841,Mirzo Ulugbek,2,55.0,5,5,35000
2842,Yunusobod,3,78.0,4,5,43000
2843,Yunusobod,2,50.0,4,4,33500
2844,Yunusobod,4,85.0,3,4,57000
2845,Yunusobod,3,78.0,5,5,43000
2846,Mirzo Ulugbek,2,50.0,2,4,35500
2847,Yunusobod,3,76.0,4,4,41000
2848,Yunusobod,4,100.0,7,9,53000
2849,Yunusobod,4,86.0,3,5,55000
2850,Yakkasaroy,3,85.0,3,4,90000
2851,Yunusobod,2,54.0,2,3,29000
2852,Yunusobod,2,57.0,2,2,24000
2853,Mirzo Ulugbek,4,93.0,3,4,56700
2854,Yunusobod,5,110.0,3,9,68000
2855,Mirobod,2,45.0,2,9,37000
2856,Yakkasaroy,2,54.0,5,5,35500
2857,Shayhontohur,2,60.0,3,4,42000
2858,Yunusobod,3,78.0,6,9,45000
2859,Yakkasaroy,3,85.0,3,4,85000
2860,Yunusobod,4,100.0,4,9,60000
2861,Yunusobod,3,78.0,3,5,59500
2862,Mirzo Ulugbek,4,78.0,1,5,49994
2863,Yunusobod,1,38.0,3,4,48499
2864,Yunusobod,2,60.0,9,9,50000
2865,Mirzo Ulugbek,2,50.0,3,4,51500
2866,Yunusobod,2,62.0,9,9,52000
2867,Mirzo Ulugbek,2,61.0,9,9,56500
2868,Mirzo Ulugbek,1,45.0,5,18,57000
2869,Mirzo Ulugbek,3,77.0,4,4,65500
2870,Yunusobod,3,68.0,3,4,68000
2871,Mirzo Ulugbek,3,73.0,4,4,68000
2872,Yunusobod,2,60.0,1,9,70500
2873,Yunusobod,4,83.0,2,4,71000
2874,Yunusobod,4,87.0,3,4,72500
2875,Yunusobod,3,80.0,2,4,72500
2876,Mirzo Ulugbek,3,70.0,1,4,72500
2877,Yunusobod,4,90.0,2,4,78000
2878,Yunusobod,4,88.0,4,4,78000
2879,Mirzo Ulugbek,3,73.0,4,4,78000
2880,Yunusobod,4,82.0,3,4,81000
2881,Mirzo Ulugbek,2,42.0,2,4,81000
2882,Mirzo Ulugbek,3,100.0,6,6,84000
2883,Mirzo Ulugbek,4,110.0,3,9,88000
2884,Mirzo Ulugbek,3,80.0,3,4,111000
2885,Yunusobod,4,80.0,3,4,94000
2886,Mirzo Ulugbek,3,90.0,5,5,50000
2887,Yashnobod,3,75.0,8,9,40000
2888,Mirzo Ulugbek,3,70.0,5,5,46500
2889,Mirobod,3,65.0,4,4,38500
2890,Mirzo Ulugbek,5,100.0,4,4,48000
2891,Chilonzor,2,53.0,1,4,41500
2892,Yunusobod,3,80.0,4,4,62000
2893,Chilonzor,2,63.0,5,9,39500
2894,Chilonzor,2,56.0,5,12,38500
2895,Yashnobod,2,70.0,2,4,37000
2896,Chilonzor,2,45.0,2,4,35000
2897,Yunusobod,3,70.0,4,4,46200
2898,Yunusobod,4,92.0,5,5,41500
2899,Shayhontohur,3,80.0,2,8,86000
2900,Olmzor,2,52.0,1,5,35000
2901,Mirobod,4,100.0,2,4,110000
2902,Yashnobod,2,97.0,6,8,155000
2903,Chilonzor,1,29.0,3,4,30000
2904,Mirobod,2,115.0,7,8,160000
2905,Mirzo Ulugbek,4,120.0,5,5,100000
2906,Mirzo Ulugbek,2,60.0,3,4,102000
2907,Mirobod,4,112.0,4,9,87000
2908,Shayhontohur,3,96.0,4,7,110000
2909,Mirzo Ulugbek,2,56.0,1,2,35000
2910,Yunusobod,1,33.0,2,4,24300
2911,Chilonzor,1,29.0,3,4,30000
2912,Uchtepa,2,60.0,1,9,28000
2913,Chilonzor,2,45.0,2,4,37000
2914,Mirobod,1,42.0,7,9,45000
2915,Mirobod,2,65.0,4,9,80000
2916,Chilonzor,4,80.0,5,5,52000
2917,Mirobod,3,65.0,3,4,65000
2918,Chilonzor,3,96.0,2,9,65000
2919,Yashnobod,7,360.0,5,6,300000
2920,Yashnobod,2,60.0,4,5,70000
2921,Yunusobod,1,50.0,7,9,37500
2922,Mirzo Ulugbek,5,200.0,1,5,195000
2923,Mirobod,2,61.0,6,9,52000
2924,Uchtepa,3,74.0,6,9,43200
2925,Chilonzor,3,96.0,2,4,85000
2926,Chilonzor,3,90.0,10,12,63000
2927,Chilonzor,2,52.0,1,4,41000
2928,Chilonzor,5,140.0,4,9,120000
2929,Chilonzor,2,52.0,1,4,40000
2930,Chilonzor,3,97.0,1,4,130000
2931,Mirobod,4,180.0,4,7,210000
2932,Chilonzor,2,45.0,4,4,37500
2933,Mirobod,3,80.0,2,4,80000
2934,Chilonzor,3,56.0,4,4,44500
2935,Mirobod,1,40.0,3,4,59500
2936,Chilonzor,2,50.0,2,4,42500
2937,Olmzor,2,70.0,5,7,43000
2938,Chilonzor,1,29.0,1,4,26500
2939,Chilonzor,3,62.0,2,4,47000
2940,Mirobod,3,75.0,7,9,65000
2941,Yashnobod,2,87.0,4,6,39150
2942,Chilonzor,2,64.0,4,4,42200
2943,Chilonzor,3,67.0,4,4,46000
2944,Mirobod,4,119.0,6,9,84500
2945,Chilonzor,3,75.0,7,9,69000
2946,Yashnobod,3,84.0,6,6,33600
2947,Chilonzor,3,97.0,1,4,130000
